wd,ws,freq_val
150.0,11.0,0.00012143290831815422
150.0,12.0,8.91772920461445e-05
150.0,13.0,7.020340012143291e-05
150.0,14.0,4.7434729811778997e-05
150.0,15.0,7.589556769884639e-06
150.0,16.0,1.8973891924711598e-06
150.0,17.0,0.0
150.0,18.0,0.0
150.0,19.0,0.0
150.0,20.0,0.0
150.0,21.0,0.0
150.0,22.0,0.0
150.0,23.0,0.0
150.0,24.0,0.0
150.0,25.0,0.0
180.0,0.0,0.0036297055251973288
180.0,1.0,0.009466074681238616
180.0,2.0,0.0144144656952034
180.0,3.0,0.014255085003035822
180.0,4.0,0.009786733454766243
180.0,5.0,0.00611908014571949
180.0,6.0,0.004261536126290225
180.0,7.0,0.003068078324225865
180.0,8.0,0.001781648451730419
180.0,9.0,0.001235200364298725
180.0,10.0,0.0005976775956284153
180.0,11.0,0.00039465695203400123
180.0,12.0,0.0003339404978749241
180.0,13.0,0.0002219945355191257
180.0,14.0,0.00018214936247723133
180.0,15.0,0.00011194596235579842
180.0,16.0,5.8819064966605955e-05
180.0,17.0,2.2768670309653916e-05
180.0,18.0,5.692167577413479e-06
180.0,19.0,0.0
180.0,20.0,0.0
180.0,21.0,0.0
180.0,22.0,0.0
180.0,23.0,0.0
180.0,24.0,0.0
180.0,25.0,0.0
210.0,0.0,0.0030813600485731633
210.0,1.0,0.006549787492410444
210.0,2.0,0.008870294474802672
210.0,3.0,0.007475713418336369
210.0,4.0,0.005371508803885853
210.0,5.0,0.004240664845173042
210.0,6.0,0.0026715239829993927
210.0,7.0,0.0020567698846387372
210.0,8.0,0.001449605343047966
210.0,9.0,0.0009164389799635701
210.0,10.0,0.0008348512446873103
210.0,11.0,0.0006697783849423193
210.0,12.0,0.00032824833029751065
210.0,13.0,0.00018214936247723133
210.0,14.0,0.0001081511839708561
210.0,15.0,8.158773527625987e-05
210.0,16.0,6.451123254401943e-05
210.0,17.0,2.6563448694596238e-05
210.0,18.0,2.4666059502125077e-05
210.0,19.0,1.8973891924711598e-06
210.0,20.0,1.8973891924711598e-06
210.0,21.0,0.0
210.0,22.0,1.8973891924711598e-06
210.0,23.0,0.0
210.0,24.0,0.0
210.0,25.0,0.0
240.0,0.0,0.003159153005464481
240.0,1.0,0.006147540983606557
240.0,2.0,0.007039313904068002
240.0,3.0,0.0054246357012750455
240.0,4.0,0.0042994839101396475
240.0,5.0,0.003912416514875531
240.0,6.0,0.0036391924711596845
240.0,7.0,0.0031933060109289617
240.0,8.0,0.002779675166970249
240.0,9.0,0.002396402550091075
240.0,10.0,0.0021098967820279294
240.0,11.0,0.0016791894353369763
240.0,12.0,0.0014628870673952642
240.0,13.0,0.0012181238615664846
240.0,14.0,0.001081511839708561
240.0,15.0,0.0008500303582270796
240.0,16.0,0.0006109593199757134
240.0,17.0,0.00045916818457802065
240.0,18.0,0.0003263509411050395
240.0,19.0,0.00025804493017607773
240.0,20.0,0.00018784153005464482
240.0,21.0,0.0001271250758955677
240.0,22.0,0.00010056162720097146
240.0,23.0,6.261384335154827e-05
240.0,24.0,4.553734061930783e-05
240.0,25.0,3.4153005464480874e-05
270.0,0.0,0.003521554341226472
270.0,1.0,0.007449149969641773
270.0,2.0,0.00963873709775349
270.0,3.0,0.009124544626593806
270.0,4.0,0.009316180935033395
270.0,5.0,0.010348360655737705
270.0,6.0,0.011069368548876746
270.0,7.0,0.011365361262902246
270.0,8.0,0.011889040680024287
270.0,9.0,0.01113957194899818
270.0,10.0,0.010805631451123255
270.0,11.0,0.008424408014571949
270.0,12.0,0.006798345476624165
270.0,13.0,0.0054701730418943535
270.0,14.0,0.004341226472374013
270.0,15.0,0.0034361718275652702
270.0,16.0,0.002743624772313297
270.0,17.0,0.002142152398299939
270.0,18.0,0.0019144656952034002
270.0,19.0,0.0016222677595628416
270.0,20.0,0.0014306314511232543
270.0,21.0,0.0011744839101396477
270.0,22.0,0.0009373102610807528
270.0,23.0,0.000855722525804493
270.0,24.0,0.000688752276867031
270.0,25.0,0.00046486035215543414
300.0,0.0,0.0034779143897996356
300.0,1.0,0.009989754098360656
300.0,2.0,0.014670613236187006
300.0,3.0,0.01552823315118397
300.0,4.0,0.015002656344869459
300.0,5.0,0.012536050394656951
300.0,6.0,0.010428051001821493
300.0,7.0,0.0075591985428051
300.0,8.0,0.006073542805100182
300.0,9.0,0.004707422586520947
300.0,10.0,0.00356709168184578
300.0,11.0,0.002684805707346691
300.0,12.0,0.0018689283545840923
300.0,13.0,0.0011213570127504553
300.0,14.0,0.000878491196114147
300.0,15.0,0.0005843958712811172
300.0,16.0,0.00039845173041894356
300.0,17.0,0.0002125075895567699
300.0,18.0,0.000225789313904068
300.0,19.0,0.0001271250758955677
300.0,20.0,6.830601092896175e-05
300.0,21.0,4.9332119004250154e-05
300.0,22.0,3.605039465695203e-05
300.0,23.0,1.3281724347298119e-05
300.0,24.0,1.7076502732240437e-05
300.0,25.0,7.589556769884639e-06
330.0,0.0,0.0034836065573770492
330.0,1.0,0.009519201578627807
330.0,2.0,0.017579310868245296
330.0,3.0,0.01985807528840316
330.0,4.0,0.017298497267759564
330.0,5.0,0.012560716454159078
330.0,6.0,0.006606709168184578
330.0,7.0,0.0035613995142683664
330.0,8.0,0.0021345628415300544
330.0,9.0,0.0013983758348512447
330.0,10.0,0.0007855191256830601
330.0,11.0,0.0004382969034608379
330.0,12.0,0.000284608378870674
330.0,13.0,0.0001271250758955677
330.0,14.0,9.107468123861566e-05
330.0,15.0,6.830601092896175e-05
330.0,16.0,5.502428658166363e-05
330.0,17.0,3.4153005464480874e-05
330.0,18.0,3.225561627200972e-05
330.0,19.0,5.692167577413479e-06
330.0,20.0,5.692167577413479e-06
330.0,21.0,0.0
330.0,22.0,3.7947783849423195e-06
330.0,23.0,0.0
330.0,24.0,0.0
330.0,25.0,0.0
